negative.|2219
negative.|1403
negative.|3279
negative.|3028
negative.|2646
negative.|522
negative.|2891
negative.|3102
negative.|2956
negative.|979
negative.|797
negative.|3142
negative.|63
negative.|1347
negative.|3029
negative.|846
negative.|1033
negative.|1953
negative.|3334
negative.|2681
increased binding protein.|338
negative.|1375
negative.|734
negative.|2837
negative.|2589
negative.|3442
negative.|2993
negative.|775
negative.|680
negative.|3232
negative.|2131
negative.|1192
negative.|3238
negative.|1081
negative.|2408
negative.|3535
negative.|3170
negative.|2548
negative.|2841
negative.|2030
negative.|2117
negative.|988
negative.|712
negative.|3103
negative.|3449
negative.|1949
negative.|2001
negative.|992
negative.|1842
increased binding protein.|2278
negative.|515
negative.|2104
negative.|664
negative.|568
negative.|2221
negative.|111
negative.|1541
decreased binding protein.|613
negative.|941
negative.|3139
negative.|894
negative.|1003
negative.|2629
negative.|3711
negative.|350
negative.|202
negative.|1122
negative.|1874
negative.|3253
negative.|2381
negative.|2361
negative.|2272
negative.|862
negative.|2289
negative.|3645
negative.|912
negative.|3422
negative.|389
negative.|561
negative.|2426
negative.|2205
negative.|448
negative.|756
negative.|2828
negative.|555
negative.|1064
negative.|3252
increased binding protein.|3303
negative.|3516
negative.|2556
negative.|1928
negative.|3315
negative.|676
negative.|3530
negative.|2690
negative.|617
negative.|512
negative.|883
negative.|2854
negative.|1528
negative.|2907
negative.|3499
negative.|1463
negative.|373
negative.|2621
negative.|42
negative.|2682
negative.|3456
negative.|2969
negative.|3549
negative.|2134
negative.|1702
negative.|33
negative.|3338
negative.|305
increased binding protein.|197
negative.|3428
negative.|2827
negative.|435
negative.|3743
negative.|1628
negative.|2338
negative.|2473
negative.|1365
negative.|3435
negative.|491
negative.|2325
negative.|2247
negative.|3640
negative.|999
negative.|740
negative.|2459
negative.|2144
negative.|2479
negative.|3545
negative.|3166
negative.|539
negative.|1861
negative.|1315
negative.|457
negative.|2101
negative.|1158
negative.|3254
negative.|2260
negative.|1648
negative.|688
increased binding protein.|145
negative.|1284
negative.|2453
negative.|2451
negative.|621
negative.|2068
negative.|2724
negative.|3388
negative.|2587
negative.|714
negative.|2357
negative.|2135
negative.|1547
negative.|1746
negative.|2929
negative.|2374
negative.|1605
negative.|1274
negative.|976
negative.|2737
decreased binding protein.|1814
negative.|391
negative.|1431
negative.|3539
negative.|2906
negative.|2120
increased binding protein.|832
negative.|3416
negative.|245
negative.|715
negative.|750
negative.|2686
negative.|2293
negative.|2414
negative.|1079
negative.|270
negative.|3726
negative.|1677
negative.|3383
negative.|2333
negative.|2283
negative.|1326
negative.|349
negative.|1665
negative.|3699
negative.|22
negative.|1816
negative.|1643
negative.|2039
negative.|1360
negative.|2740
negative.|913
negative.|3024
negative.|2367
negative.|1891
negative.|3110
negative.|733
negative.|1679
negative.|2489
negative.|3559
negative.|875
negative.|3758
negative.|2768
negative.|2577
negative.|200
negative.|1454
negative.|2627
negative.|362
negative.|3051
negative.|2533
negative.|3616
negative.|2537
negative.|1571
negative.|3165
negative.|2326
negative.|2443
negative.|2099
negative.|1186
negative.|3609
negative.|2163
negative.|2052
negative.|2680
negative.|766
negative.|3651
negative.|508
negative.|2184
negative.|1932
negative.|634
negative.|1478
increased binding protein.|193
negative.|3704
negative.|1646
negative.|746
negative.|1408
negative.|1058
negative.|3700
negative.|2315
negative.|1742
negative.|3736
negative.|2185
negative.|1981
negative.|1327
negative.|169
negative.|692
negative.|496
negative.|2925
negative.|3333
negative.|1163
negative.|405
negative.|1118
negative.|1694
negative.|632
negative.|1658
negative.|1935
negative.|1684
negative.|1038
negative.|893
negative.|3227
negative.|1565
negative.|2684
negative.|1802
negative.|1230
increased binding protein.|1237
negative.|990
negative.|3464
negative.|3574
negative.|2223
negative.|2771
negative.|3341
negative.|3242
negative.|52
negative.|3452
negative.|3768
increased binding protein.|447
negative.|2853
negative.|196
negative.|2215
negative.|666
negative.|679
negative.|1123
negative.|1013
negative.|2266
negative.|256
negative.|3576
negative.|868
negative.|2417
negative.|2180
negative.|2916
negative.|542
negative.|2234
negative.|802
negative.|2679
negative.|1718
increased binding protein.|1214
negative.|1636
negative.|119
negative.|2509
negative.|3686
negative.|2964
negative.|3067
negative.|730
negative.|2705
negative.|1471
negative.|429
negative.|1909
increased binding protein.|2597
negative.|1881
negative.|721
negative.|345
negative.|2860
negative.|881
negative.|2285
negative.|1487
negative.|1389
negative.|3179
negative.|1263
negative.|2893
negative.|891
negative.|2268
negative.|2759
negative.|3639
negative.|2458
negative.|2849
negative.|536
negative.|1236
negative.|2396
negative.|1629
negative.|236
negative.|1174
negative.|1804
negative.|3292
negative.|8
negative.|956
negative.|3371
negative.|426
negative.|3129
negative.|2868
negative.|1824
negative.|3709
negative.|2523
negative.|1247
negative.|3027
increased binding protein.|684
negative.|1441
negative.|137
negative.|1720
negative.|3306
negative.|3351
negative.|390
negative.|3749
negative.|1958
negative.|628
negative.|37
negative.|702
negative.|1300
negative.|221
negative.|3529
negative.|1580
negative.|1228
negative.|3048
negative.|2626
negative.|1143
negative.|3220
negative.|440
negative.|784
negative.|2055
negative.|871
negative.|7
negative.|3415
negative.|2246
negative.|1962
negative.|2324
negative.|1761
negative.|1227
increased binding protein.|3240
negative.|1793
negative.|1233
negative.|3221
negative.|264
negative.|3438
negative.|2512
negative.|1456
negative.|1264
negative.|2846
negative.|106
negative.|3285
negative.|2519
negative.|3447
negative.|2258
negative.|269
increased binding protein.|3570
negative.|844
negative.|3660
negative.|1667
negative.|2760
negative.|615
negative.|3346
negative.|1936
negative.|3114
negative.|1261
negative.|3562
negative.|407
negative.|2974
negative.|3296
negative.|1876
negative.|3741
negative.|627
negative.|162
negative.|234
negative.|2750
negative.|2387
negative.|1583
increased binding protein.|3298
negative.|3476
negative.|3297
negative.|3083
negative.|3101
negative.|782
negative.|3328
negative.|1888
negative.|3721
negative.|215
negative.|2385
negative.|2936
negative.|1195
negative.|533
negative.|1922
negative.|3421
negative.|2382
negative.|2976
negative.|1840
negative.|2091
negative.|141
negative.|3451
increased binding protein.|3581
negative.|2323
negative.|204
negative.|1201
negative.|889
negative.|2861
negative.|2528
negative.|277
negative.|1366
negative.|919
negative.|3684
negative.|3536
negative.|1836
negative.|1397
negative.|1140
negative.|2547
negative.|502
negative.|1509
negative.|1709
negative.|3061
negative.|842
negative.|3073
negative.|1457
negative.|3066
negative.|720
negative.|3314
negative.|1057
negative.|2087
negative.|3264
negative.|997
negative.|2702
negative.|1176
negative.|490
negative.|2514
negative.|590
negative.|2902
negative.|2224
negative.|3569
negative.|337
negative.|2218
negative.|255
negative.|1409
increased binding protein.|3682
negative.|1696
negative.|309
negative.|885
negative.|662
negative.|2379
negative.|3757
increased binding protein.|2276
negative.|81
negative.|757
negative.|1982
negative.|606
negative.|83
negative.|907
negative.|2191
negative.|1319
negative.|2405
negative.|2349
negative.|657
negative.|492
negative.|155
negative.|240
negative.|3626
negative.|816
negative.|2962
negative.|2685
negative.|3155
negative.|2380
negative.|2265
negative.|2150
negative.|1269
negative.|3017
negative.|3304
negative.|1023
negative.|220
negative.|1511
negative.|2222
negative.|3340
negative.|3403
negative.|1152
negative.|2683
negative.|2625
negative.|404
negative.|3714
negative.|845
increased binding protein.|2911
negative.|3257
negative.|3481
negative.|178
negative.|3728
increased binding protein.|1915
negative.|2240
negative.|3372
negative.|656
negative.|3089
increased binding protein.|780
negative.|1569
negative.|3590
negative.|3695
negative.|437
negative.|3070
negative.|3199
increased binding protein.|2154
negative.|2732
negative.|2562
negative.|1479
negative.|1354
negative.|3239
increased binding protein.|2189
negative.|331
negative.|759
negative.|1166
increased binding protein.|2599
negative.|4
negative.|3080
negative.|1245
negative.|260
negative.|172
negative.|970
negative.|3747
negative.|949
negative.|179
negative.|2186
negative.|1549
negative.|230
negative.|1283
negative.|2193
negative.|850
negative.|138
negative.|2633
negative.|905
negative.|3394
increased binding protein.|3489
negative.|280
negative.|2651
negative.|3556
negative.|1469
negative.|266
negative.|1446
negative.|3093
negative.|1790
negative.|2632
negative.|1615
negative.|2280
negative.|763
negative.|3675
negative.|3062
increased binding protein.|2862
negative.|1726
negative.|1299
negative.|1294
negative.|232
negative.|1159
negative.|327
negative.|2086
negative.|103
negative.|2553
negative.|3510
negative.|952
negative.|554
increased binding protein.|3617
negative.|2791
negative.|326
negative.|85
negative.|287
negative.|358
negative.|2774
negative.|2543
negative.|2946
negative.|2727
negative.|1173
negative.|1132
negative.|1036
negative.|1019
negative.|3111
negative.|1556
negative.|1349
negative.|2914
negative.|271
negative.|2631
negative.|3059
negative.|3598
negative.|1251
negative.|1729
negative.|1004
negative.|2624
negative.|1627
negative.|3467
negative.|3060
negative.|993
negative.|2267
negative.|2329
increased binding protein.|1180
negative.|1142
negative.|808
negative.|2923
negative.|3219
increased binding protein.|528
negative.|2535
negative.|823
negative.|1153
negative.|3512
negative.|3424
negative.|16
negative.|2816
negative.|3393
negative.|1343
negative.|1926
negative.|3077
negative.|3246
negative.|1951
negative.|781
negative.|1138
negative.|1190
negative.|3716
negative.|2364
negative.|3358
negative.|2511
negative.|274
negative.|3143
negative.|795
negative.|2461
negative.|3196
negative.|3223
negative.|1296
negative.|3453
negative.|2171
negative.|1448
negative.|2554
negative.|122
negative.|1945
negative.|310
negative.|452
negative.|2500
negative.|2425
negative.|3384
negative.|1358
negative.|1096
negative.|474
negative.|3352
negative.|1574
negative.|1796
negative.|3719
negative.|2540
negative.|1740
negative.|2733
negative.|2939
negative.|1215
negative.|2475
negative.|3462
negative.|853
negative.|1060
negative.|2982
negative.|282
negative.|3752
negative.|793
negative.|1056
negative.|1128
negative.|3751
negative.|558
negative.|1552
negative.|1422
negative.|1016
negative.|3159
negative.|2261
negative.|2567
negative.|1097
negative.|1837
negative.|2392
negative.|2715
increased binding protein.|2488
negative.|278
negative.|2561
negative.|1432
negative.|430
negative.|2672
negative.|1979
negative.|2490
negative.|1829
increased binding protein.|619
negative.|211
negative.|2643
negative.|1012
increased binding protein.|594
negative.|2421
negative.|2856
negative.|773
negative.|2510
negative.|24
negative.|2692
negative.|2158
negative.|1734
negative.|3012
negative.|546
negative.|2546
negative.|3587
negative.|741
negative.|839
negative.|2233
negative.|1368
negative.|91
increased binding protein.|798
increased binding protein.|2522
negative.|847
negative.|572
negative.|292
negative.|3325
negative.|1068
negative.|1867
negative.|588
negative.|108
negative.|2111
negative.|226
negative.|2880
negative.|151
negative.|2908
negative.|1527
negative.|1839
negative.|1029
negative.|23
negative.|2319
negative.|2497
negative.|3014
negative.|896
negative.|1339
negative.|3041
negative.|3698
negative.|2286
decreased binding protein.|1947
increased binding protein.|3040
negative.|2999
negative.|1940
negative.|3363
negative.|699
negative.|2212
negative.|2640
negative.|3441
negative.|1073
negative.|1250
negative.|3269
negative.|1416
negative.|909
negative.|1398
negative.|265
increased binding protein.|3366
negative.|1404
negative.|2565
negative.|1240
negative.|3044
negative.|1869
negative.|672
negative.|3195
negative.|1055
negative.|3329
negative.|851
negative.|786
negative.|2088
negative.|1271
negative.|630
negative.|2035
negative.|1285
negative.|3439
negative.|212
negative.|3518
negative.|3322
negative.|2605
negative.|470
negative.|416
negative.|3357
negative.|1070
negative.|625
negative.|3727
negative.|3344
negative.|374
negative.|2036
negative.|1616
negative.|575
negative.|3677
negative.|2809
negative.|3323
negative.|1489
negative.|779
negative.|2478
negative.|3694
negative.|2179
increased binding protein.|579
negative.|3658
negative.|1639
negative.|2483
negative.|527
negative.|728
negative.|2798
negative.|2991
negative.|2149
negative.|3474
negative.|3382
negative.|237
negative.|2795
negative.|3291
negative.|3646
negative.|2941
negative.|2073
negative.|1597
negative.|2502
negative.|731
negative.|3583
negative.|378
negative.|2881
negative.|592
negative.|1558
negative.|2713
negative.|3691
negative.|2305
negative.|2263
negative.|1345
negative.|2516
negative.|2944
negative.|2607
negative.|58
negative.|3605
negative.|2538
negative.|3505
negative.|2343
negative.|1884
negative.|1671
negative.|1886
negative.|3205
negative.|1592
negative.|2251
negative.|1323
negative.|1990
negative.|2972
negative.|2204
negative.|866
negative.|764
negative.|2298
negative.|3432
negative.|3015
negative.|301
negative.|2466
negative.|616
negative.|3118
negative.|2291
negative.|2402
negative.|2773
negative.|2618
negative.|2544
negative.|2354
negative.|1026
negative.|3738
negative.|2957
increased binding protein.|1253
negative.|1107
increased binding protein.|2121
negative.|2132
negative.|1976
negative.|2677
negative.|2613
negative.|2616
negative.|12
negative.|1244
negative.|3488
negative.|3011
negative.|661
negative.|393
negative.|754
negative.|3236
negative.|3079
negative.|455
negative.|3440
negative.|1907
negative.|767
negative.|3375
negative.|1156
negative.|1553
negative.|1147
negative.|2905
increased binding protein.|1018
negative.|3390
negative.|3171
negative.|645
negative.|3218
increased binding protein.|1148
negative.|2529
negative.|1670
negative.|1743
negative.|124
negative.|636
negative.|3336
negative.|1704
negative.|1717
negative.|127
negative.|2525
negative.|1127
negative.|611
negative.|1997
increased binding protein.|2398
negative.|3003
negative.|2252
negative.|2228
negative.|2226
negative.|2243
negative.|1222
negative.|1124
negative.|2573
negative.|1298
negative.|3085
negative.|2812
negative.|2712
negative.|3625
negative.|1325
negative.|181
negative.|198
negative.|3674
negative.|3573
negative.|920
negative.|1182
negative.|2336
negative.|344
negative.|56
negative.|1080
negative.|1777
increased binding protein.|3078
negative.|299
negative.|359
negative.|2871
increased binding protein.|830
negative.|1688
negative.|3289
negative.|2662
negative.|241
negative.|1141
negative.|2442
negative.|2031
negative.|2782
negative.|160
negative.|1472
negative.|3124
negative.|1722
negative.|1899
negative.|2207
negative.|93
negative.|1531
increased binding protein.|2527
increased binding protein.|2657
increased binding protein.|10
negative.|2128
negative.|2772
negative.|2113
increased binding protein.|1334
negative.|2165
negative.|2873
negative.|3657
negative.|2796
negative.|39
negative.|72
negative.|1526
negative.|262
negative.|1515
negative.|2332
negative.|1204
negative.|3273
negative.|1931
negative.|685
negative.|355
negative.|2767
negative.|1477
negative.|2794
negative.|2598
negative.|1210
negative.|2588
negative.|1950
negative.|1402
negative.|218
negative.|1420
negative.|334
negative.|1809
negative.|322
negative.|2909
negative.|935
negative.|3107
negative.|649
negative.|3217
negative.|1703
negative.|80
negative.|2231
negative.|2273
negative.|1100
negative.|1825
negative.|3531
negative.|973
negative.|1405
negative.|1587
negative.|2316
negative.|922
negative.|1272
negative.|1927
negative.|1934
negative.|2376
negative.|2097
negative.|3385
negative.|1993
negative.|3123
negative.|2928
negative.|2783
negative.|3343
negative.|671
negative.|3152
negative.|3144
negative.|3120
negative.|3361
negative.|1771
negative.|3769
negative.|544
negative.|1220
negative.|1486
increased binding protein.|876
negative.|239
negative.|2655
negative.|3754
negative.|1270
negative.|906
negative.|3141
negative.|1423
negative.|1536
negative.|2303
negative.|316
negative.|1047
negative.|3672
negative.|2041
negative.|2947
negative.|1211
negative.|1399
negative.|886
negative.|683
negative.|1225
negative.|1381
negative.|972
negative.|2734
negative.|3606
negative.|363
negative.|1254
negative.|3497
negative.|2660
negative.|1674
negative.|1524
negative.|1896
negative.|2188
negative.|1831
negative.|1450
negative.|776
negative.|3628
negative.|1491
negative.|2945
negative.|2257
negative.|2351
negative.|3607
negative.|3200
negative.|2845
negative.|2227
negative.|2650
negative.|3053
negative.|1351
negative.|113
negative.|1579
negative.|2129
negative.|3248
negative.|2700
negative.|2126
negative.|3669
negative.|1710
negative.|861
increased binding protein.|2404
negative.|2474
negative.|1321
negative.|2025
negative.|1737
negative.|1785
negative.|2012
negative.|3772
negative.|3054
negative.|3623
negative.|2492
negative.|2009
negative.|3277
negative.|1069
negative.|3490
negative.|1760
negative.|2934
negative.|213
negative.|1114
negative.|2049
negative.|3744
negative.|289
negative.|3150
negative.|3096
increased binding protein.|659
negative.|858
negative.|841
negative.|1550
negative.|1288
negative.|931
negative.|752
negative.|2399
negative.|2790
negative.|149
negative.|2869
negative.|68
negative.|183
negative.|2930
negative.|1830
negative.|1467
negative.|1582
negative.|1895
negative.|1971
negative.|3683
negative.|2358
negative.|3571
negative.|2034
negative.|2071
negative.|1985
negative.|697
negative.|1944
negative.|652
negative.|2160
negative.|940
negative.|5
negative.|3608
negative.|3396
negative.|500
negative.|820
increased binding protein.|36
negative.|549
increased binding protein.|2806
negative.|829
negative.|311
negative.|2875
negative.|131
negative.|1359
negative.|637
negative.|3321
negative.|2583
negative.|1020
negative.|2435
negative.|1424
negative.|328
negative.|3506
increased binding protein.|1523
negative.|3504
negative.|1687
negative.|2656
negative.|903
increased binding protein.|755
negative.|1680
negative.|3402
negative.|2000
negative.|2652
negative.|1043
negative.|2183
negative.|1444
negative.|2674
negative.|1889
negative.|648
negative.|297
negative.|981
negative.|469
negative.|1695
negative.|2413
negative.|121
negative.|296
negative.|3430
negative.|3106
negative.|2496
negative.|453
negative.|2922
negative.|1938
negative.|927
negative.|3470
negative.|2411
negative.|2585
negative.|2033
negative.|1131
negative.|660
negative.|2955
increased binding protein.|1599
negative.|3687
negative.|785
negative.|1169
negative.|2844
negative.|1443
negative.|3579
negative.|276
negative.|1686
negative.|614
negative.|2339
negative.|3426
negative.|2062
negative.|3131
negative.|1882
negative.|2564
negative.|1452
negative.|2428
negative.|465
negative.|3638
negative.|3685
negative.|2202
negative.|1117
negative.|2308
negative.|1109
negative.|1293
negative.|142
negative.|2200
negative.|2586
negative.|258
negative.|3000
negative.|3522
negative.|2122
negative.|1963
negative.|3090
negative.|3086
negative.|2749
negative.|367
negative.|705
negative.|3370
negative.|1361
negative.|3715
negative.|787
negative.|3455
negative.|3596
negative.|749
negative.|1784
negative.|3553
negative.|1071
negative.|865
negative.|2839
negative.|2752
negative.|2317
negative.|2161
negative.|2836
negative.|3507
negative.|318
negative.|499
negative.|1364
negative.|2666
negative.|1352
negative.|1421
negative.|2747
negative.|1150
negative.|2352
negative.|3354
negative.|3637
negative.|835
negative.|107
negative.|1619
negative.|3198
negative.|70
negative.|3407
negative.|2507
negative.|3589
negative.|2096
negative.|2591
negative.|2330
negative.|1108
negative.|3130
negative.|2638
negative.|2963
negative.|531
negative.|2721
negative.|696
negative.|2950
negative.|3486
negative.|3293
negative.|1719
negative.|904
negative.|2065
negative.|1741
negative.|2822
negative.|136
negative.|1353
negative.|859
negative.|2302
negative.|1504
negative.|1697
negative.|1475
negative.|1745
negative.|1725
negative.|3701
negative.|2949
negative.|1630
negative.|2155
negative.|1589
negative.|1395
negative.|3528
increased binding protein.|3177
negative.|1559
negative.|3538
negative.|421
negative.|762
negative.|3373
negative.|3509
negative.|801
negative.|2356
negative.|1668
negative.|294
negative.|1465
negative.|3104
negative.|2139
negative.|510
negative.|698
negative.|673
negative.|3620
negative.|3501
negative.|73
negative.|608
negative.|710
negative.|1053
negative.|3023
negative.|1061
negative.|1758
negative.|1803
negative.|1794
negative.|2623
negative.|1105
negative.|1921
negative.|2015
negative.|2654
negative.|2047
negative.|11
negative.|1995
negative.|135
negative.|3225
negative.|2932
negative.|254
negative.|2584
negative.|1781
negative.|1301
negative.|2042
negative.|2886
negative.|1943
negative.|321
increased binding protein.|192
negative.|1897
negative.|2568
negative.|2960
negative.|3541
negative.|3558
negative.|989
negative.|1500
increased binding protein.|1866
negative.|2197
increased binding protein.|1736
negative.|854
negative.|1689
negative.|1750
negative.|3342
negative.|3033
negative.|700
negative.|2942
negative.|1577
negative.|216
negative.|2350
negative.|717
increased binding protein.|243
negative.|387
negative.|1355
negative.|3599
negative.|3740
negative.|1276
negative.|2858
negative.|3466
negative.|3600
negative.|1766
negative.|643
negative.|1185
negative.|1063
negative.|1624
negative.|2688
negative.|1460
negative.|3046
negative.|475
negative.|2581
increased binding protein.|1394
negative.|3551
negative.|1972
negative.|3420
negative.|1221
negative.|86
negative.|1427
negative.|2520
negative.|622
negative.|1077
negative.|3126
negative.|1437
negative.|2904
negative.|2162
negative.|2090
negative.|1198
negative.|3282
increased binding protein.|249
negative.|498
negative.|3389
negative.|2730
negative.|2870
negative.|1948
negative.|306
negative.|1965
negative.|1855
negative.|2187
negative.|1207
negative.|2735
negative.|1146
negative.|1856
negative.|765
negative.|3676
negative.|2987
negative.|3215
negative.|2779
negative.|2403
negative.|1902
negative.|1062
negative.|1292
negative.|852
negative.|2038
negative.|2484
negative.|958
negative.|158
negative.|3324
negative.|1818
increased binding protein.|1853
negative.|1386
negative.|980
negative.|458
negative.|3649
negative.|2784
negative.|1164
negative.|574
negative.|2977
negative.|3148
negative.|796
negative.|1022
negative.|2335
negative.|2471
negative.|3287
negative.|377
negative.|3186
negative.|3493
negative.|1341
negative.|1388
negative.|1904
negative.|1827
negative.|2864
negative.|279
negative.|1984
negative.|2237
negative.|332
negative.|2620
negative.|397
negative.|117
increased binding protein.|2176
negative.|2312
negative.|1468
negative.|2931
negative.|3720
negative.|1890
increased binding protein.|1585
negative.|3592
negative.|417
negative.|2551
negative.|3459
negative.|1181
increased binding protein.|1438
increased binding protein.|2468
negative.|31
negative.|2967
negative.|2024
negative.|2835
negative.|3100
negative.|2064
negative.|75
negative.|1838
negative.|1681
negative.|2020
negative.|3547
negative.|2665
negative.|675
negative.|3514
negative.|2119
negative.|439
negative.|3175
negative.|304
negative.|1774
negative.|703
negative.|596
negative.|2888
negative.|2555
negative.|201
increased binding protein.|3401
negative.|3136
negative.|516
negative.|1588
negative.|3678
negative.|3673
negative.|1414
negative.|777
negative.|965
negative.|534
increased binding protein.|520
negative.|2440
negative.|2770
negative.|1596
negative.|1407
negative.|1255
negative.|6
negative.|1037
negative.|1998
negative.|505
negative.|1133
negative.|3524
negative.|948
negative.|3128
negative.|2264
negative.|1662
negative.|146
negative.|372
negative.|1280
negative.|3580
negative.|3138
negative.|2785
negative.|2918
negative.|1074
negative.|74
negative.|384
negative.|3647
negative.|3072
negative.|1564
negative.|3705
negative.|2943
increased binding protein.|1799
negative.|207
negative.|40
negative.|174
negative.|3463
negative.|1205
negative.|3454
negative.|1642
negative.|873
negative.|2192
negative.|2983
negative.|3301
negative.|2327
negative.|97
negative.|1380
negative.|153
negative.|1783
negative.|3284
negative.|250
negative.|2566
negative.|347
negative.|3461
negative.|1575
negative.|79
negative.|944
negative.|535
negative.|2072
negative.|3378
negative.|3209
negative.|2786
negative.|960
negative.|1238
negative.|2933
negative.|1832
negative.|342
negative.|3335
negative.|2342
negative.|2578
negative.|2438
negative.|2014
negative.|3042
negative.|2142
negative.|394
negative.|1370
negative.|1492
negative.|953
negative.|1453
negative.|3613
negative.|188
negative.|3157
negative.|199
negative.|2614
negative.|3243
negative.|1590
negative.|872
negative.|3178
negative.|768
decreased binding protein.|3443
negative.|2709
negative.|2883
negative.|1154
negative.|3756
negative.|2044
negative.|2145
negative.|2454
negative.|1384
negative.|133
negative.|494
negative.|1961
negative.|2552
negative.|2159
negative.|1925
negative.|2271
negative.|3730
negative.|751
negative.|2321
negative.|2153
negative.|1859
negative.|2549
negative.|1406
negative.|3181
negative.|2803
negative.|2004
negative.|1495
negative.|2270
negative.|3381
negative.|2748
negative.|2027
negative.|2851
negative.|599
negative.|2169
negative.|2173
negative.|653
negative.|1151
negative.|2295
negative.|3268
increased binding protein.|517
negative.|2082
negative.|2375
negative.|1039
negative.|1021
negative.|1129
negative.|1383
negative.|354
negative.|2216
negative.|1548
negative.|2164
negative.|2430
negative.|295
negative.|319
negative.|3134
negative.|2127
negative.|2824
negative.|2232
negative.|1075
negative.|2021
negative.|2016
negative.|3001
negative.|3498
negative.|911
negative.|1098
negative.|747
increased binding protein.|553
negative.|888
negative.|1279
negative.|1770
negative.|620
negative.|2310
negative.|3586
negative.|815
increased binding protein.|1539
negative.|1031
negative.|3278
negative.|3636
negative.|3665
negative.|9
negative.|290
negative.|432
negative.|1223
negative.|2311
negative.|2895
negative.|1542
negative.|2574
negative.|1273
negative.|760
negative.|49
negative.|925
negative.|1356
negative.|2444
increased binding protein.|519
negative.|259
negative.|17
negative.|18
negative.|1713
negative.|180
negative.|1
negative.|901
negative.|3347
negative.|2998
negative.|1324
negative.|1066
negative.|217
negative.|1498
negative.|3468
negative.|1685
increased binding protein.|945
negative.|3603
negative.|1362
negative.|1335
negative.|1044
negative.|1001
negative.|3746
increased binding protein.|910
increased binding protein.|1470
negative.|2697
negative.|955
negative.|2371
negative.|2254
negative.|788
negative.|159
negative.|3519
negative.|1089
negative.|3380
negative.|1241
negative.|2997
negative.|2306
negative.|2857
negative.|2388
negative.|3172
